session_id,1,2,3,4,5,6,7,8,9,10,user
90,5,183,168,5,160,168,183,168,164,183,241
91,183,61,168,2,6,3,2268,3,6,2,241
92,2268,2268,301,414,1052,414,301,1301,414,1975,241
93,43,81,301,414,414,1301,414,301,2,43,241
94,39,93,2,348,2,2,348,3,348,348,241
95,348,348,348,348,2266,348,222,2,2,1205,241
96,2,2,2201,1205,2,2,39,3250,3250,256,241
97,469,2,10,21,27,65,3,9,4,21,241
98,27,6,65,2,30,4,3,9,2,10,241
99,9,33,4,9,30,33,9,10,6,24,241
100,6,4,4,24,6,4,9,4,4,155,241
101,2,4,9,3,10,4,65,27,10,21,241
102,4,2,3,93,3,2,93,10,4,21,241
103,3,10,4,21,60,60,266,39,39,256,241
104,39,39,162,69,81,164,168,183,160,160,241
105,183,5,164,168,310,168,164,183,5,168,241
106,183,168,61,93,93,93,93,61,61,61,241
107,81,43,69,69,162,39,39,93,93,93,241
108,1297,702,61,2602,61,61,549,61,61,61,241
109,61,43,69,162,39,39,81,164,183,168,241
110,310,160,183,164,5,168,5,160,168,164,241
111,183,61,183,69,162,69,81,43,39,39,241
112,93,93,93,61,61,61,356,504,356,93,241
113,2,6,3,2,3,6,2,526,119,31,241
114,175,526,283,119,175,373,498,296,498,373,241
115,93,2,90,385,108,118,31,5,31,108,241
116,22,90,44,101,17,118,18,20,17,5,241
117,90,20,2,2,2,6,756,3,5,756,241
118,6,3,170,756,6,756,10,128,6,756,241
119,545,2,93,2,49,2,49,2,2,10,241
120,3,4,6,4,10,4,3,3,4,21,241
121,27,65,6,10,21,4,27,65,30,3,241
122,6,4,9,33,30,4,6,33,9,6,241
123,4,4,6,4,9,4,3,4,9,2,241
124,155,6,4,65,21,27,10,4,2,2,241
125,49,49,49,2,60,60,266,39,39,69,241
126,162,69,193,81,164,168,183,310,160,93,241
127,61,93,2,6,3,6,3,2,39,43,241
128,43,81,39,93,2,4,3,10,21,2,241
129,65,3,27,3,30,4,27,10,21,6,241
130,65,9,33,4,33,30,9,6,10,4,241
131,4,24,4,9,4,24,6,4,9,6,241
132,9,4,9,93,2,2,9,3,4,30,241
133,9,4,33,2,2,2,6,4,4,2,241
134,3,30,4,33,9,6,24,4,93,93,241
135,4,547,237,4,9,6,44,17,237,18,241
136,5,3,237,5,17,237,237,44,58,237,241
137,237,237,44,5,58,237,5,547,237,547,241
138,237,5,58,237,5,237,58,237,102,547,241
139,40,58,5,237,237,237,5,58,5,93,241
140,58,2,58,58,58,4,2,3,4,9,241
141,30,33,5,2,9,2,9,5,2,567,241
142,31,9,764,2,3,22,22,3,5,567,241
143,20,3008,10,3008,20,3261,567,10,1248,3261,241
144,1248,764,1248,1248,1248,764,1248,764,1248,764,241
145,3,764,764,764,3,2,9,4,30,9,241
146,33,4,2,4,93,93,93,93,93,93,241
147,61,61,549,61,3,33,4,9,30,61,241
148,61,41,61,716,716,61,436,436,436,5,241
149,5,436,436,436,5,93,2,2,2,301,241
150,4000,93,2,93,2,2,436,436,2,436,241
151,436,436,81,270,270,270,1198,436,2,436,241
152,436,436,1860,1860,436,436,436,436,93,1860,241
153,93,2,2,2,2,2,2,10,3,4,241
154,21,27,65,9,30,2,10,21,4,33,241
155,27,65,3,30,6,5,9,436,436,4,241
156,33,6,5,4,9,1860,5,2,5,4,241
157,4,93,93,2,3,30,9,33,4,1628,241
158,1628,1628,93,237,237,547,44,5,58,237,241
159,237,44,58,237,5,44,58,237,237,237,241
160,237,547,5,237,237,58,547,5,3786,6,241
161,44,1254,1977,6,10,22,5,20,6,5,241
162,4,4,3,5,10,33,155,30,4,9,241
163,2,155,21,20,65,27,21,4,10,6,241
164,436,436,436,436,436,436,93,2,2,21,241
165,10,3,65,27,9,4,30,9,33,4,241
166,21,65,27,2,6,33,4,436,436,436,241
167,10,3,30,4,9,436,33,6,436,4,241
168,4,3,9,30,33,9,4,24,4,6,241
169,4,4,9,6,30,3,4,33,39,39,241
170,93,2,2,6,3,93,93,93,61,61,241
171,61,549,61,6,2,10,21,43,2,65,241
172,3,27,2,9,9,27,65,21,2,3,241
173,9,6,10,4,30,10,4,3,4,9,241
174,30,33,4,10,6,33,9,4,4,4,241
175,93,2,9,2,2,9,2,3,2,31,241
176,59,136,59,2,59,59,2,385,31,118,241
177,90,108,31,108,17,101,90,22,18,5,241
178,44,20,5,118,2,1704,130,102,6,1704,241
179,1704,6,53,6,10,1704,130,53,40,20,241
180,90,10,1704,9,93,2,2,53,9,9,241
181,90,108,118,2,90,108,108,90,17,18,241
182,2,2208,22,44,5,173,108,22,5,20,241
183,331,626,331,435,3,2,600,10,6,20,241
184,64,591,20,672,5,331,344,344,331,672,241
185,6,3,10,106,2116,106,2244,239,331,2,241
186,2,31,1874,1874,2,9,344,3,2,335,241
187,103,335,5,2,250,282,892,482,989,3,241
188,1048,699,1653,699,1044,223,988,892,6,10,241
189,488,3,1979,1116,6,10,990,223,735,2194,241
190,223,282,1994,1116,2,1370,2,1021,31,1339,241
191,1136,1438,1136,698,1438,698,2096,698,251,698,241
192,3944,518,2,1095,2,208,64,3180,1095,3,241
193,698,3968,733,2195,3,208,208,834,2,834,241
194,208,10,834,6,141,359,3180,105,344,359,241
195,3,15,733,174,725,31,725,725,172,698,241
196,725,1429,698,1429,725,725,1429,1429,746,725,241
197,141,746,359,725,105,725,2092,725,1429,31,241
198,725,31,698,725,141,359,359,141,2,359,241
199,141,141,141,359,5,569,359,141,569,834,241
200,141,359,141,141,141,359,3,344,141,359,241
201,141,359,141,359,359,141,359,141,141,834,241
202,141,141,141,569,141,141,141,359,141,141,241
203,141,2,141,359,359,141,834,141,141,141,241
204,141,141,141,141,359,141,359,725,359,141,241
205,834,141,359,141,141,141,359,141,141,359,241
206,359,141,359,141,141,359,141,141,834,141,241
207,141,141,141,141,141,141,141,359,141,141,241
208,834,141,359,141,141,141,359,141,359,359,241
209,141,141,141,141,834,141,359,141,141,141,241
210,141,141,141,141,141,141,359,834,141,141,241
211,141,141,141,141,141,141,359,141,141,834,241
212,141,359,141,141,359,141,141,359,141,359,241
213,141,141,141,141,359,834,141,141,359,9,241
214,141,141,141,359,141,141,141,141,359,141,241
215,834,141,141,141,141,359,141,141,141,93,241
216,93,141,2,9,9,2,103,335,2,49,241
217,49,49,2,331,331,2,64,20,3,5,241
218,626,600,331,545,344,2,3962,2,2594,2,241
219,9,344,2,49,49,2,646,2,9,93,241
220,2,9,3,9,2,59,59,2,9,3,241
221,9,93,2,2,335,103,9,2,9,9,241
222,9,93,2,9,9,2,49,49,2,9,241
223,9,49,2,49,69,2,49,49,756,6,241
224,3,756,3,170,31,2,170,283,119,175,241
225,296,283,373,373,756,756,128,6,10,756,241
226,5,6,9,93,2,9,2,9,25,2,241
227,25,25,25,25,25,25,25,25,25,25,241
228,9,2,9,9,9,9,9,9,81,164,241
229,160,168,183,310,183,168,164,160,61,93,241
230,2,6,3,2,6,21,4,10,2,2,241
231,3,27,65,65,27,10,21,9,4,30,241
232,6,3,30,9,33,4,6,10,33,9,241
233,6,81,43,6,4,39,6,9,9,9,241
234,4,4,9,4,4,4,4,9,39,4,241
235,4,4,4,9,4,4,60,60,266,93,241
236,93,2,2,6,3,2,6,3,2,1055,241
237,2,3,1055,1055,1055,2,3,1055,2,3,241
238,2,2,1055,3,39,43,2,3,1055,1055,241
239,1055,39,1055,2,3256,3256,69,69,162,69,241
240,69,69,162,39,39,39,39,256,69,162,241
241,310,81,183,168,164,160,183,164,168,160,241
242,93,2,2,3,61,6,4,2,10,2,241
243,6,21,27,3,65,27,4,65,21,10,241
244,3,30,6,4,9,9,4,33,6,9,241
245,10,33,4,3,4,6,155,9,2,10,241
246,81,43,43,4,65,27,10,21,4,39,241
247,39,183,310,81,160,164,168,183,164,168,241
248,160,2,6,61,3,10,4,2,6,21,241
249,65,2,27,3,10,21,27,65,30,3,241
250,6,4,9,4,30,9,10,6,33,4,241
251,4,33,81,4,9,43,69,69,162,69,241
252,69,162,93,93,93,61,61,61,549,61,241
253,193,81,164,183,168,160,310,183,164,469,241
254,2,2,61,2,2,6,3,3,4,10,241
255,6,2,21,2,27,65,2,65,3,10,241
256,21,27,9,3,30,4,6,9,33,4,241
257,6,10,33,6,4,9,4,6,5,5,241
258,43,81,4,10,4,9,3,21,2,155,241
259,5,2,2,2,2,3,4,10,10,21,241
260,65,27,9,30,21,2,10,33,2242,3970,241
261,3012,4002,3273,3257,3886,3254,3906,3783,106,3273,241
262,2235,172,3012,2235,239,3941,2592,1551,3257,2242,241
263,2242,3254,2235,9,65,21,10,4,174,27,241
264,3,30,2,2,193,43,60,60,60,60,241
265,266,39,39,256,67,72,15,67,2,469,241
266,15,581,2,335,3,103,136,103,335,3,241
267,5,525,349,1436,2,101,171,101,146,171,241
268,84,2286,3898,3986,101,466,73,171,15,592,241
269,2286,3987,171,3,31,84,101,146,2286,126,241
270,44,18,6,22,5,17,15,146,107,2,241
271,49,22,49,49,49,2,59,31,59,59,241
272,15,259,251,335,246,20,174,592,37,23,241
273,23,85,59,22,537,3,2,10,6,52,241
274,356,2,80,2,64,3,5,626,591,331,241
275,435,15,107,331,80,106,298,2244,239,331,241
276,64,80,49,2,49,672,49,20,67,64,241
277,344,3,2,2,2,600,118,2,90,90,241
278,5,108,385,5,22,44,84,108,17,18,241
279,84,22,101,90,118,5,118,2,335,103,241
280,103,20,2,31,6,10,23,37,23,23,241
281,37,23,23,37,23,37,23,39,39,39,241
282,67,210,15,72,2,3,15,15,15,15,241
283,15,15,3,2,67,3,2,27,65,21,241
284,30,3,10,33,6,4,2,9,37,23,241
285,23,80,85,52,9,9,2,662,103,3,241
286,662,103,136,662,3,103,5,2,2,108,241
287,118,385,90,22,662,146,108,90,5,22,241
288,5,90,108,90,44,18,5,22,118,17,241
289,84,107,90,108,84,101,5,118,20,2,241
290,2293,2,646,646,2,59,31,59,3959,2,241
291,3771,2,81,270,270,270,81,1198,270,164,241
292,183,310,168,160,160,183,168,164,31,10,241
293,6,81,43,2293,2,59,335,103,103,335,241
294,103,335,9,23,37,9,2,2,3966,36,241
295,36,3,157,36,3,87,36,36,299,36,241
296,5,212,483,651,741,87,87,2,2,521,241
297,521,521,105,9,2,9,9,23,37,23,241
298,9,2,49,49,49,49,2,49,2,1370,241
299,1370,85,1696,1696,2293,2,9,23,37,23,241
300,23,23,9,9,15,72,2,2,473,37,241
301,473,473,473,473,6,274,22,1843,3258,130,241
302,2,22,3258,5,3903,130,67,53,3951,1843,241
303,1843,22,1843,1766,2,1766,1766,52,53,20,241
304,46,149,22,9,2,6,10,2,2,662,241
305,103,2,331,64,5,591,331,3,435,626,241
306,331,15,107,106,298,239,3971,3,106,15,241
307,80,64,331,672,20,64,2,344,10,3,241
308,9,2,2,2,1974,54,143,86,54,2,241
309,1756,1756,712,85,220,85,1756,2,2,25,241
310,25,3,25,25,25,25,25,25,25,25,241
311,25,25,25,25,25,25,25,25,25,25,241
312,25,25,25,2,37,23,9,9,9,9,241
313,9,9,37,23,9,9,9,2,335,335,241
314,103,2,1159,1159,2,600,1159,600,600,2,241
315,2,1872,3,1872,72,15,800,15,208,3,241
316,31,500,2229,2204,2228,9,2,3,10,6,241
317,208,500,256,9,9,15,2,4005,1184,1184,241
318,1184,1184,1184,1184,1184,1184,118,2,5,108,241
319,90,108,5,22,90,17,5,108,22,44,241
320,18,118,5,108,118,2,22,5,108,73,241
321,18,5,17,118,5,37,23,23,20,3,241
322,213,2,9,10,6,9,9,9,9,9,241
323,37,23,23,9,9,9,2,469,2,9,241
324,2,2,10,37,23,23,9,2,9,9,241
325,37,23,2,59,2,15,2,72,2,64,241
326,3,178,3,178,5,15,64,178,64,2,241
327,3885,1157,228,1465,274,2231,575,401,278,22,241
328,568,401,278,220,52,568,67,2231,278,228,241
329,308,3961,52,278,568,2231,149,20,703,278,241
330,105,3,344,2,6,10,2,2,25,25,241
331,3,25,25,25,25,25,25,25,25,25,241
332,25,25,25,25,2,3,2,90,5,108,241
333,118,18,22,108,17,5,90,44,118,20,241
334,2,9,2,49,49,49,2,31,1874,1874,241
335,2,23,37,9,2,2,9,9,23,37,241
336,9,2,662,613,1569,662,1354,662,103,103,241
337,1354,2,59,59,2,2,15,72,2,626,241
338,64,331,2,626,5,331,85,64,64,20,241
339,1696,2,344,6,9,23,37,9,9,9,241
340,37,23,9,2,15,72,1865,3,372,2,241
341,372,2,59,372,372,372,372,372,1865,372,241
342,372,372,372,2,6,2,9,9,37,23,241
343,23,23,9,9,9,37,23,9,9,9,241
344,37,23,23,9,9,2,3,2,67,85,241
345,52,2,2,401,278,2296,1465,278,274,228,241
346,401,228,568,2296,401,308,3967,628,3169,703,241
347,2292,2292,2292,2,3169,2296,10,6,9,37,241
348,23,9,9,2,72,15,2,9,37,23,241
349,9,2,9,2,1370,2,49,69,3884,49,241
350,2,331,64,626,331,5,2,1842,2,1842,241
351,49,64,49,2,760,372,1842,49,2,801,241
352,3260,3011,2593,3902,3260,2313,372,15,3873,3011,241
353,1865,64,20,2,344,37,641,23,6,9,241
354,9,2,2,2,49,69,49,49,49,646,241
355,2,646,2,9,39,39,60,60,60,60,241
356,266,39,39,256,2,72,15,15,6,3,241
357,2,80,37,23,23,85,2,335,103,3,241
358,335,335,136,335,103,103,335,335,52,2,241
359,37,23,23,1406,2,1406,1406,1406,1406,15,241
360,1406,2,600,2,600,2,3251,442,31,2,241
361,442,442,2,442,118,90,2,118,700,108,241
362,385,3251,90,90,2,15,108,108,5,146,241
363,331,331,90,22,15,90,64,107,435,626,241
364,5,331,108,84,107,18,591,17,44,90,241
365,5,84,626,5,101,90,331,5,5,331,241
366,3,90,331,108,672,331,22,331,118,64,241
367,20,64,20,103,2,335,2,933,933,933,241
368,933,933,933,933,933,933,933,2,662,103,241
369,662,662,103,2,662,64,435,626,331,3,241
370,626,5,331,64,15,31,20,344,64,3,241
371,2,2,25,3,25,25,3,25,25,25,241
372,25,25,25,25,6,10,2,72,2,15,241
373,37,23,23,2,469,2,2,103,335,103,241
374,798,1560,2,23,37,23,2,473,37,473,241
375,473,2,473,971,473,31,1200,274,6,22,241
376,971,5,971,2,22,149,2838,15,1872,500,241
377,971,3,208,31,800,671,3,2228,2204,2229,241
378,971,473,20,2,1965,1965,2,331,331,626,241
379,435,5,64,106,239,106,80,64,64,20,241
380,2,2,2188,2188,2188,2,3277,3277,2,2,241
381,1159,1159,1159,2,2,1159,1159,2,2,2,241
382,10,3,500,6,208,3007,2,3007,344,2,241
383,37,23,23,15,2,72,15,15,15,15,241
384,2,27,21,65,30,3,10,6,33,9,241
385,4,37,23,2,2,69,69,69,552,69,241
386,552,552,2,86,143,62,54,86,9,2,241
387,3201,2,3201,2,59,59,31,59,37,23,241
388,23,2,2,9,2,9,30,3,33,6,241
389,51,24,4,9,2,146,5,90,118,108,241
390,17,404,298,18,22,44,90,5,118,108,241
391,118,20,2,37,23,72,15,2,59,59,241
392,2,3973,9,2,2,15,2,30,3,33,241
393,9,37,23,4,2,59,2,1053,1053,1053,241
394,1053,1053,278,1053,274,1106,228,2,1053,1053,241
395,331,435,5,64,1053,331,626,1053,64,20,241
396,64,2,9,344,9,9,37,23,2,2,241
397,335,103,2,1370,2,1842,801,2,331,3,241
398,626,64,626,331,5,435,64,2,818,818,241
399,818,2600,818,818,308,818,53,22,818,20,241
400,64,149,9,2,344,6,2,6,30,33,241
401,9,2,4,3,60,60,60,60,266,39,241
402,39,193,81,164,183,310,168,160,164,160,241
403,168,183,93,93,61,61,61,61,549,150,241
404,61,150,41,61,31,150,150,31,81,43,241
405,469,2,3,6,6,2,3,286,242,67,241
406,67,15,72,15,15,15,2,137,15,113,241
407,23,37,23,6,3,315,2,80,85,52,241
408,23,37,23,2,15,15,15,2,21,65,241
409,27,10,3,30,33,6,9,9,37,23,241
410,23,69,162,69,9,15,72,15,6,2,241
411,9,4,9,37,23,286,286,39,39,69,241
412,162,286,60,60,60,60,266,39,39,162,241
413,69,256,67,2,15,72,15,37,23,23,241
414,67,286,3,6,2,80,242,242,242,85,241
415,52,242,242,242,242,242,242,242,242,242,241
416,23,37,23,23,37,137,15,72,113,15,241
417,220,52,31,150,37,23,23,37,23,25,241
418,25,3,25,25,25,25,25,25,25,25,241
419,25,25,25,25,25,240,49,66,66,49,241
420,240,66,49,66,49,23,37,72,15,220,241
421,1414,2,31,1414,2,175,242,283,175,175,241
422,296,52,283,2,3782,373,228,274,278,1106,241
423,701,506,506,3957,401,1106,242,3896,228,274,241
424,278,2,3998,575,308,53,242,1626,401,228,241
425,2288,242,220,2288,286,1767,3975,15,242,2288,241
426,891,242,85,498,703,119,278,2,6,10,241
427,240,66,49,37,23,23,23,23,66,240,241
428,49,66,49,2,242,1626,2087,242,286,891,241
429,1767,2,59,31,3,136,5,59,246,891,241
430,242,891,1767,286,2,37,23,286,286,39,241
431,286,286,80,67,2,15,72,15,39,67,241
432,2,6,3,23,37,23,85,85,52,2,241
433,1844,2289,2,3952,1844,1844,2,1844,2289,2289,241
434,1867,2,1867,1430,1867,1867,1430,2,69,162,241
435,69,2,1699,1873,6,1699,204,1873,1873,1699,241
436,3945,204,522,292,204,127,2,127,127,213,241
437,3,88,2,6,242,23,37,23,242,242,241
438,242,1421,1414,1421,1421,1421,891,2589,164,81,241
439,168,183,310,164,160,183,891,61,1421,1699,241
440,292,1873,1699,127,127,81,43,3,2,37,241
441,23,3,3,2,2,2,37,23,23,69,241
442,162,69,37,23,23,37,37,23,2,23,241
443,37,15,72,15,15,2,15,9,15,15,241
444,21,65,27,2,356,28,3,30,10,51,241
445,33,6,9,23,37,24,6,9,286,9,241
446,23,37,9,4,37,23,9,286,286,286,241
447,286,9,23,37,23,286,4,60,60,60,241
448,60,80,67,2,15,72,15,266,52,220,241
449,15,67,67,67,37,23,15,23,23,150,241
450,2199,2199,39,39,2,710,3,6,2582,85,241
451,52,113,137,15,15,37,23,23,37,23,241
452,72,15,2,3939,2,521,521,90,118,2,241
453,700,108,385,90,5,108,22,107,44,118,241
454,15,107,5,90,108,90,101,404,17,5,241
455,298,22,18,118,2,3982,20,2,31,10,241
456,6,2,23,37,23,137,113,2,2,15,241
457,15,15,15,210,2,570,570,21,65,27,241
458,3,30,10,33,24,6,2,9,30,3,241
459,51,33,37,23,23,9,957,2,957,957,241
460,957,957,957,957,957,957,957,957,4,2,241
461,155,2,155,2,1109,52,56,15,250,177,241
462,56,56,1335,1124,1155,56,1109,56,52,305,241
463,32,52,80,32,30,9,33,51,65,27,241
464,3,32,52,2,52,52,52,15,68,298,241
465,194,2,2,53,53,80,52,298,53,52,241
466,307,53,53,53,53,53,53,53,53,5,241
467,53,53,53,53,53,53,53,12,10,21,241
468,4,2,53,53,53,53,53,67,52,52,241
469,3994,1849,1849,1849,1849,53,53,53,53,3,241
470,12,2,69,69,162,53,53,53,2,10,241
471,21,4,72,15,2,2,25,25,25,3,241
472,25,25,25,25,25,25,25,25,25,25,241
473,25,25,25,25,25,25,25,25,25,25,241
474,25,1247,2,2115,1247,1247,1247,1247,1247,1247,241
475,81,270,270,270,1198,81,270,168,164,183,241
476,160,310,168,164,160,183,844,144,844,61,241
477,221,160,144,221,81,43,2,23,37,2,241
478,2,25,25,25,25,25,25,25,25,25,241
479,2,25,25,25,25,25,25,25,25,2,241
480,15,56,177,56,1155,1124,56,1335,1698,56,241
481,56,56,56,56,56,1109,305,53,37,68,241
482,12,2,113,137,2,15,2,155,12,2,241
483,30,33,51,9,3,65,4,21,27,10,241
484,2,2,25,25,25,25,25,25,25,25,241
485,25,25,25,25,25,25,25,25,25,25,241
486,2,84,2064,101,146,84,31,814,2064,84,241
487,5,388,73,299,101,101,388,146,423,5,241
488,122,1353,1450,84,44,388,146,122,423,541,241
489,6,84,22,5,22,18,17,53,126,541,241
490,37,23,22,23,146,128,101,31,84,146,241
491,814,101,84,2311,388,423,73,5,84,122,241
492,220,73,1450,101,541,1353,84,146,17,5,241
493,18,53,22,25,25,25,25,25,25,25,241
494,25,20,25,25,22,1433,3,2,10,6,241
495,2,2,2,2,2,2,10,4,21,2,241
496,1356,1572,2,2591,17,2,18,22,1356,5,241
497,3,67,22,1572,1356,2,17,18,1356,44,241
498,2,6,22,5,22,17,18,292,2590,1356,241
499,5,127,127,127,349,22,437,439,349,431,241
500,349,697,431,437,439,439,431,697,1292,437,241
501,349,20,1154,697,1154,439,85,1978,431,5,241
502,431,437,697,22,516,10,6,60,60,60,241
503,60,39,39,356,286,286,80,67,72,15,241
504,67,581,67,537,37,23,23,85,52,242,241
505,242,242,37,23,23,256,23,37,23,37,241
506,37,23,23,37,137,113,72,15,15,265,241
507,457,457,67,52,220,424,37,23,457,37,241
508,23,23,37,23,37,23,72,469,15,2,241
509,15,2,521,521,521,2,59,3,59,31,241
510,59,31,2,1420,3,59,136,3,1420,59,241
511,59,3,5,15,59,2,1420,36,17,18,241
512,44,5,22,15,3,36,107,92,36,3,241
513,107,36,73,15,36,157,36,246,36,36,241
514,5,259,212,651,2,741,452,483,175,31,241
515,526,251,283,175,246,80,283,52,296,283,241
516,174,373,20,119,3,2,6,10,105,3779,241
517,1697,1697,44,18,1697,5,17,1697,1045,1045,241
518,2196,19,85,498,286,286,23,37,37,23,241
519,69,69,162,37,23,72,15,2,2,15,241
520,15,15,15,15,113,137,265,457,67,220,241
521,424,220,2,27,21,65,6,10,3,30,241
522,9,33,37,23,51,9,6,24,4,88,241
523,9,2,37,23,2,2,64,64,64,64,241
524,64,64,64,64,64,64,64,64,64,64,241
525,64,64,2,9,9,37,23,9,9,9,241
526,23,37,9,9,9,9,37,23,9,9,241
527,23,37,9,9,60,60,60,60,39,39,241
528,93,2,469,2,93,93,93,2,2,2,241
529,3,4,6,10,2,21,3,6,65,27,241
530,10,21,65,27,30,3,4,9,4,30,241
531,33,4,9,6,10,51,9,33,4,4,241
532,4,4,4,43,51,4,3,3,9,4,241
533,10,21,0,0,0,0,0,0,0,0,241
534,2,3,3,6,38,13,3,6,2,19,237
535,38,3,19,38,13,38,13,38,1,8,237
536,3,6,1,38,15,15,38,3,38,2,237
537,13,19,1635,38,38,19,19,13,19,14,237
538,38,1,13,38,19,3,140,886,13,13,237
539,1,11,6,75,38,19,75,1,11,11,237
540,13,11,1,11,14,13,1,1,19,14,237
541,19,19,14,1,19,14,19,14,19,1,237
542,13,19,152,19,1,13,13,75,14,1,237
543,14,13,1,14,14,14,1,1,14,13,237
544,13,1,14,1,14,1,14,75,14,14,237
545,1,555,221,1,14,14,14,1,14,43,237
546,81,14,1,14,1,14,14,14,1,14,237
547,14,13,14,1,14,1,14,14,14,1,237
548,14,1,14,14,1,14,14,14,1,1,237
549,14,14,14,1,14,1,14,14,1,14,237
550,14,1,14,1,14,14,1,1,14,14,237
551,14,14,1,1,14,14,1,14,14,14,237
552,1,14,1,14,14,14,1,14,14,14,237
553,1,14,1,14,14,1,14,14,14,1,237
554,1,14,14,14,14,1,14,14,14,1,237
555,14,1,14,14,1,14,14,1,14,1,237
556,14,14,14,14,1,1,14,14,14,1,237
557,14,1,14,14,1,14,14,1,14,1,237
558,14,14,14,14,1,1,14,14,1,14,237
559,1,14,14,1,14,14,1,14,1,14,237
560,14,14,1,14,1,14,14,14,1,14,237
